id,title,artist_title,classification_titles
886,Three Little Girls,Narcisse Virgile Diaz de la Peña,oil on panel;french;oil paintings (visual works);paint;painting;european painting
21165,The Conversation,Marcellin Gilbert Desboutin,painting;france;french;oil on canvas;oil paintings (visual works);paint;european painting
35155,Education of Cupid,Narcisse Virgile Diaz de la Peña,painting;france;french;oil on panel;oil paintings (visual works);paint;european painting
28146,Alpine Scene,Gustave Doré,oil on canvas;paint;oil paintings (visual works);france;french;painting;european painting
40381,In the Woods,Imitator of Narcisse Virgile Diaz de la Peña,oil on canvas;oil paintings (visual works);french;france;painting;european painting
75409,Portrait of a Man,Arthur Devis,oil on canvas;oil paintings (visual works);paint;british;painting;european painting
95993,Pond in the Woods,Narcisse Virgile Diaz de la Peña,painting;france;french;oil on canvas;oil paintings (visual works);paint;european painting
99653,At the Fountain,Cesare Agostino Detti,oil on canvas;Italian;painting;european painting;paint;oil paintings (visual works)
111624,Spain,Francisco Domingo y Marqués,oil on panel;oil paintings (visual works);paint;spanish;wood;painting;european painting
111726,Mon Ancien Regiment,Jean Baptiste Édouard Detaille,painting;french;oil paintings (visual works);paint;european painting;france;oil on canvas
250452,A Farmhouse in the Bavarian Alps,Johann Georg von Dillis,oil on paper;german;oil paintings (visual works);paint;painting
105203,"Triptych Window from the Coonley Playhouse, Riverside, Illinois",Frank Lloyd Wright,architectural fragment;architecture
261312,"Window from Church of All Souls, Evanston, Illinois",Marion Mahony Griffin,architectural fragment
250451,"Landscape near Chiusi, Tuscany",Alexandre Desgoffe,oil on canvas;european painting;france;french;oil paintings (visual works);paint;painting
14665,Window with Bird Design,Edgar Miller,stained glass/leaded glass;architectural fragment;architecture
249233,Helmet Mask (Kunugba'a),Senufo,masks;arts of Africa;african art
181587,Eastern Company Warehouse,Bertrand Goldberg,architectural drawing
27839,The Shower Bath,George Wesley Bellows,lithograph;print;prints and drawing
25854,Fishing Boat,Johan Barthold Jongkind,watercolor;drawings (visual works);prints and drawing
133504,The Orchestra,Jean Louis Forain,pastel;drawings (visual works);prints and drawing
35536,Women Praying in Church,Léon Augustin Lhermitte,charcoal;drawings (visual works);prints and drawing
151096,God Ganesha,Pre-Angkorean,sandstone;stone;sculpture;asian art
250678,Chiron Teaching Achilles to Shoot with the Bow,Bertel Thorvaldsen,drawings (visual works);paper;chalk;prints and drawing
246634,Three Kneeling Women,John Brown,pen and ink drawings;chalk;brush and ink;prints and drawing;paper
22635,"Picador Caught by a Bull, from The Bulls of Bordeaux",Francisco José de Goya y Lucientes,lithograph;print;prints and drawing
22632,"The Famous American, Mariano Ceballos, from The Bulls of Bordeaux",Francisco José de Goya y Lucientes,lithograph;print;prints and drawing
121979,"A Paraleytic Woman, plate 9 from Various Subjects Drawn from Life and on Stone (The English Suite)",Jean Louis André Théodore Géricault,lithograph;print;prints and drawing
22642,"Bullfight in a divided ring, from The Bulls of Bordeaux",Francisco José de Goya y Lucientes,lithograph;print;prints and drawing
22639,"Spanish Entertainment, from The Bulls of Bordeaux",Francisco José de Goya y Lucientes,lithograph;print;prints and drawing
121986,"The Flemish Farrier, plate 4 from Various Subjects Drawn from Life and on Stone (The English Suite)",Jean Louis André Théodore Géricault,lithograph;print;prints and drawing
121985,"The Coal Wagon, plate 7 from Various Subjects Drawn from Life and on Stone (The English Suite)",Jean Louis André Théodore Géricault,lithograph;print;prints and drawing
121983,"A French Farrier, plate 12 from Various Subjects Drawn from Life and on Stone (The English Suite)",Jean Louis André Théodore Géricault,lithograph;print;prints and drawing
121982,"Horses Exercising, plate 6 from Various Subjects Drawn from Life and on Stone (The English Suite)",Jean Louis André Théodore Géricault,lithograph;print;prints and drawing
121988,Pity the Sorrows of a Poor Old Man!... plate 2 from Various Subjects Drawn from Life and on Stone (The English Suite),Jean Louis André Théodore Géricault,lithograph;print;prints and drawing
121981,"Entrance to the Adelphi Wharf, plate 11 from Various Subjects Drawn from Life and on Stone (The English Suite)",Jean Louis André Théodore Géricault,lithograph;print;prints and drawing
272568,Servant Drawing Water from the Fountain,François Bonvin,prints and drawing;paper;charcoal;drawing
129771,Boy Reading,François Bonvin,chalk;drawings (visual works);prints and drawing
121987,"Horses Going to a Fair, plate 3 from Various Subjects Drawn from Life and on Stone (The English Suite)",Jean Louis André Théodore Géricault,lithograph;print;prints and drawing
76372,"“- Now I understand why this chap was so quiet all the time..... instead of reading quietly in his Greek dictionary, he was indulging in a novel...!!,” plate 22 from Professeurs and Moutards",Honoré-Victorin Daumier,lithograph;print;prints and drawing
76368,"“Sir . . . Sir . . . Siiir . . . Christ, it’s annoying to have the runs when the supervisor is supervising!,” plate 13 from Professors and Rascals",Honoré-Victorin Daumier,lithograph;print;prints and drawing
136957,"The Convalescent, Madame Lepère",Louis Auguste Lepère,woodcut;print;prints and drawing
119444,The Song of the Dog,Hilaire Germain Edgar Degas,lithograph;print;prints and drawing;paper
80035,"At The Bar. Meeting point for the true lovers of French sculpture and Bavarian beer, plate 5 from Croquis pris à l'exposition",Honoré-Victorin Daumier,lithograph;print;prints and drawing
111626,Portrait of Mrs. Charles L. Hutchinson,Jules-Élie Delaunay,oil on canvas;chicago;france;french;oil paintings (visual works);paint;painting;european painting
160136,Boats in an Estuary,Style of Aelbert Cuyp,oil on board;dutch;oil on panel;oil paintings (visual works);paint;painting
25450,Roundel with Hunting Scene,German,glass;european decorative arts;decorative arts;paint;wood
124690,Orange Grid Design Series,Donald Judd,woodcut;print;prints and drawing
124686,Orange Grid Design Series,Donald Judd,woodcut;print;prints and drawing
274252,Pendant and Necklace,Jessa Rae Growing Thunder,
229817,Tobacco Bag,Dakota,bag - needlework;quill (spine material);art of the americas;costume
152010,Man's Shoulder Bag,Potawatomi,beadwork;costume accessory;costume;art of the americas
99426,Bust of Amphitrite,Lambert Sigisbert Adam,bust/head;terracotta (sculpture);french;sculpture
129849,Houses at Murnau,Vasily Kandinsky,painting;modern and contemporary art
76258,Birth,Marc Chagall,oil on canvas;painting;modern and contemporary art
197861,Clock,Charles Rennie Mackintosh,clock;furniture
156437,Armchair,Charles Rennie Mackintosh,seating;furniture;european decorative arts
158412,Charcoal-Burnished Vessel,Magdalene Odundo,earthenware;arts of Africa;african art;ceramics;vessel
201820,Prayer-String Necklace,Tekna,jewelry;necklace;arts of Africa;costume
146861,Teardrop I,Magdalene Odundo,ceramics;arts of Africa;vessel;african art
201819,Head Ornament,Tekna,headdress - misc;arts of Africa;jewelry;costume
273752,Jewelry,Ida Ou Nadif,jewelry;metal;ear ornament;arts of Africa;african art;costume
273601,Treasure Necklace,Ida Ou Nadif,jewelry;arts of Africa;african art
273600,Treasure Necklace (Tifilit),Ida Ou Nadif,jewelry
187528,Head,Fang,sculpture;wood;copper;arts of Africa;funerary;african art
141621,Denarius (Coin) Depicting the Goddess Diana,Ancient Roman,coin;ancient art
9900,Denarius (Coin) Depicting the Goddess Salus,Ancient Roman,coin;ancient art;struck
9943,Denarius (Coin) Depicting the Goddess Cybele,Ancient Roman,coin;ancient art;struck
9931,Denarius (Coin) Depicting the Goddess Roma,Ancient Roman,coin;ancient art;struck
50879,Head of Louis XI of France,European,bust/head;sculpture;architectural fragment;limestone;sculpture/stone
46076,Portrait of a Man,French,painting;french;oil on canvas;oil paintings (visual works);paint;portrait;european painting
8964,Man with Broken Nose,Auguste Rodin,bust/head;sculpture;bronze;french
35253,Christ in Gethsemane,Italian,oil on copper;oil paintings (visual works);paint;painting;european painting
4096,The Witch,Circle of Alessandro Magnasco,painting;Italian;oil on panel;oil paintings (visual works);paint;european painting
273469,Pair of Yata Dance Panels (Yata),Yoruba,african art;costume;cloth;arts of Africa
143868,"Santos Dumont, Homage of the Brazilian Colony in Paris, 1901",Charles Pillet,medal;medal/plaquette/coin;sculpture;bronze;metal;french
4428,Mère Grégoire,Gustave Courbet,painting;french;oil on canvas;oil paintings (visual works);paint;european painting
4796,Fishing Boats with Hucksters Bargaining for Fish,Joseph Mallord William Turner,oil on canvas;paint;oil paintings (visual works);british;painting;european painting
273612,Neck Collar,Maasai,necklace
193664,The Captive Slave (Ira Aldridge),John Philip Simpson,painting;paint;oil paintings (visual works);oil on canvas;portrait;british
273630,Scepter,Senufo,
252909,Untitled,Seydou Keïta,portrait;gelatin silver print;photograph;photographic process;photography;portrait
252910,Untitled (Woman with Radio),Seydou Keïta,portrait;gelatin silver print;photograph;photographic process;photography;portrait
273628,Scepter or Ceremonial Axe (Kpa'ana),Senufo,ritual objects
27635,Coin: 20 Franc Louis XVIII,French,coin;gold;medal/plaquette/coin;portrait;portrait
27648,Coin: 20 Franc Louis XVIII,French,coin;gold;medal/plaquette/coin;portrait;portrait
27644,Coin: 20 Franc Napoleon I,French,coin;gold;medal/plaquette/coin;portrait;portrait
27641,Coin: 20 Franc Napoleon I,French,coin;gold;medal/plaquette/coin;portrait;portrait
27639,Coin: 20 Franc Napoleon I,French,coin;gold;medal/plaquette/coin;portrait;portrait
33061,King David,German,statuette;sculpture;german;sculpture/wood
27651,Coin: 80 L. Carlo Felice,Italian,coin;gold;medal/plaquette/coin;portrait;portrait
89602,Coin: 1 Esc. Charles III,Spanish,coin;gold;medal/plaquette/coin;metal;portrait;spanish
89600,Coin: 4 Esc. Isabella,Spanish,coin;metal;gold;medal/plaquette/coin;portrait;spanish
89608,Coin: 1 Sc. Charles III,Spanish,coin;gold;medal/plaquette/coin;portrait;portrait
89606,Coin: 20 rs. Isabella,Spanish,coin;gold;medal/plaquette/coin;metal;portrait
89604,Coin: 1 Esc. Charles III,Spanish,coin;gold;medal/plaquette/coin;metal;portrait;spanish
89616,Coin: 1 Duc. Belgium,Belgian,coin;gold;medal/plaquette/coin;portrait;portrait
89614,Coin: 1 Rs. Isabella,Spanish,coin;gold;medal/plaquette/coin;portrait;portrait;spanish
89612,Coin: 1 Sc. Charles III,Spanish,coin;gold;medal/plaquette/coin;portrait;portrait;spanish
89610,Coin: 20 Esc. Isabella,Spanish,coin;gold;medal/plaquette/coin;portrait;portrait;spanish
89624,Coin: 20 Lire Napoleon I,Italian,coin;gold;medal/plaquette/coin;portrait;portrait
89622,Coin: 1 Gld. Netherlands,Netherlandish,coin;ancient art;gold;medal/plaquette/coin;portrait;portrait
89620,Papal Coin: Pius IX 2 1/2 Scs.,Italian,coin;gold;medal/plaquette/coin;portrait;portrait;Italian
89618,Papal Coin: Pius IX 1 Scudo,Italian,coin;gold;medal/plaquette/coin;portrait;portrait;Italian
143914,Secondary Education for Girls,Louis Oscar Roty,medal;medal/plaquette/coin;sculpture;bronze;metal;french
144182,Medal Depicting Francesco de' Medici (1660–1710),Antonio Francesco Selvi,medal;medal/plaquette/coin;sculpture;european decorative arts;lead;metal;metalwork;portrait;portrait
273602,Ear Plugs,Swahili,jewelry;arts of Africa;african art
120322,Face Mask (Idimu),Lega,masks;wood;arts of Africa;african art;ceremonial mask
241241,Medicine Container,Hehe,sculpture;arts of Africa;african art;medicine object;ritual objects
96728,Cup,Pende,drinking vessel;arts of Africa;vessel;decorative arts;african art
39372,Male Figure (Singiti),Hemba,sculpture;wood;arts of Africa;african art
276280,Mother Earth,Thomas Schütte,sculpture
125774,Mother-and-Child Figure (Bwanga bwa Chibola),Luluwa,sculpture;wood;arts of Africa;african art
180495,Container,Kongo,container;arts of Africa;basketry;african art
58443,Lidded Container,Northern Nguni,container;wood;arts of Africa;african art
241601,Snuff Container,Northern Nguni,snuff bottle;arts of Africa;african art;pendant (jewelry);decorative arts
120148,Caryatid Stool,Songye,stool (seating furniture);arts of Africa;furniture;african art
109324,Chair (Chitwamo or Njunga),Chokwe,furniture;wood;arts of Africa;african art
25866,Urn Painted with a Geometric Textile-like Pattern,Carchi,vessel;earthenware;ceramics;art of the americas;vessel for serving drinks
152014,Tray (Opon Ifa),Yoruba,ritual objects;arts of Africa;ceremonial object;african art
273611,Necklaces (Imankeek),Maasai,necklace
271831,Pair of Women's Ear Ornaments (Enchoni Enkiook),Maasai,ear ornament
271830,Pair of Woman’s Ear Ornaments (Enchoni Enkiook),Maasai,ear ornament
273411,Tusk Hat (Ogut Tigo),Luo,hat
271906,Pair of Bracelets,Maasai,bracelet (jewelry)
245117,Lidded Box,Dyula,container;arts of Africa;african art;decorative arts;box
109470,Female Figure with Bowl,Abogunde of Ede,sculpture;shrine;arts of Africa;ritual objects;african art
186645,Qur'an Stand (Marufaa),Swahili,bookstand;wood;arts of Africa;african art;ritual objects
198705,Pair of Storage-Rack Panels,Zizwezenyanga Qwabe,sculpture;wood;arts of Africa;decorative arts;african art
4832,Fanny (Mme. D. G.),Henri Matisse,etching;print;prints and drawing
6605,Figure Asleep on Mashrabiya Background,Henri Matisse,etching;print;prints and drawing
6154,"Seated Nude Woman, Three-Quarter View",Henri Matisse,etching;print;prints and drawing
6150,Three-Quarter View of a Woman's Torso,Henri Matisse,etching;print;prints and drawing
6147,Young Woman and her Dog,Henri Matisse,etching;print;prints and drawing
7459,"Seated Figure, Right Arm Resting on a Table",Henri Matisse,etching;print;prints and drawing
9102,The Night,Henri Matisse,lithograph;print;prints and drawing
7464,Young Woman on a Balcony Looking at Parakeets,Henri Matisse,etching;print;prints and drawing
7462,"Nude on Couch, Draped in Flowered Material",Henri Matisse,etching;print;prints and drawing
12667,Torso Resting on Arms,Henri Matisse,drypoint;print;prints and drawing
11327,A Girl Reading,Henri Matisse,lithograph;print;prints and drawing
9104,The Day,Henri Matisse,lithograph;print;prints and drawing
16697,Seated Nude in the Studio,Henri Matisse,etching;print;prints and drawing
16694,Seated Figure in an Interior,Henri Matisse,etching;print;prints and drawing
16703,"Woman Looking in a Mirror, Adjusting Her Hat",Henri Matisse,etching;print;prints and drawing
16700,Female Nude with Arms Upraised and Head of a Woman,Henri Matisse,etching;print;prints and drawing
20349,Self-Portrait,Henri Matisse,lithograph;print;prints and drawing
